"entity_id"	"core_entity_id"	"core_consensus_annotation"
"EW021_RS02385"	"g004552"	"threonine--tRNA ligase"
"EW021_RS02390"	"g002325"	"ATP-binding cassette domain-containing protein"
"EW021_RS02395"	"g005792"	"antibiotic ABC transporter permease"
"EW021_RS02400"	"g012594"	"multidrug ABC transporter permease"
"EW021_RS02405"	"g004072"	"hypothetical protein"
"EW021_RS02410"	"g001961"	"acetyl-CoA C-acyltransferase"
"EW021_RS02415"	"g009438"	"AMP-binding protein"
"EW021_RS02420"	"g011525"	"DUF3114 domain-containing protein"
"EW021_RS02425"	"g002623_1"	"response regulator transcription factor"
"EW021_RS02430"	"g010884"	"cell wall metabolism sensor histidine kinase VicK"
"EW021_RS02435"	"g005809"	"MBL fold metallo-hydrolase"
"EW021_RS02440"	"g013068"	"ribonuclease III"
"EW021_RS02445"	"g011077"	"chromosome segregation protein SMC"
"EW021_RS02450"	"g005673_2"	"Rgg/GadR/MutR family transcriptional regulator"
"EW021_RS02455"	"g014529"	"None"
"EW021_RS02460"	"g011868"	"shikimate dehydrogenase"
"EW021_RS02465"	"g012343"	"sugar phosphate isomerase/epimerase"
"EW021_RS02470"	"g012872"	"coenzyme F420-0:L-glutamate ligase"
"EW021_RS02475"	"g011569"	"dehydrogenase"
"EW021_RS02480"	"g009611"	"methionine adenosyltransferase"
"EW021_RS02485"	"g011643"	"serine kinase"
"EW021_RS02490"	"g011553"	"glycosyltransferase"
"EW021_RS02500"	"g009751"	"UDP-glucose/GDP-mannose dehydrogenase family protein"
"EW021_RS02505"	"g009573"	"MFS transporter"
"EW021_RS02510"	"g008827"	"helix-turn-helix domain-containing protein"
"EW021_RS02515"	"g005731"	"DUF2326 domain-containing protein"
"EW021_RS02525"	"g008639"	"hypothetical protein"
"EW021_RS02530"	"g001994"	"hypothetical protein"
"EW021_RS02535"	"g003569"	"type II toxin-antitoxin system RelB/DinJ family antitoxin"
"EW021_RS02540"	"g008119"	"type II toxin-antitoxin system RelE/ParE family toxin"
"EW021_RS02545"	"g003746"	"hypothetical protein"
"EW021_RS02550"	"g000680_2"	"phage portal protein"
"EW021_RS02555"	"g003548"	"hypothetical protein"
"EW021_RS02560"	"g000764"	"Fic family protein"
"EW021_RS02565"	"g012396"	"asparagine ligase A"
"EW021_RS02570"	"g009327"	"ATP-grasp domain-containing protein"
"EW021_RS02575"	"g014530"	"None"
"EW021_RS02580"	"g008914"	"hypothetical protein"
"EW021_RS02585"	"g000680_1"	"hypothetical protein"
"EW021_RS02595"	"g012537"	"Cof-type HAD-IIB family hydrolase"
"EW021_RS02605"	"g000228"	"signal recognition particle-docking protein FtsY"
"EW021_RS02610"	"g010844"	"MFS transporter"
"EW021_RS02615"	"g012303"	"PRD domain-containing protein"
"EW021_RS02620"	"g010193"	"PTS beta-glucoside transporter subunit IIBCA"
"EW021_RS02625"	"g000022"	"6-phospho-beta-glucosidase"
"EW021_RS02630"	"g012440"	"TIGR03943 family protein"
"EW021_RS02635"	"g012002"	"permease"
"EW021_RS02640"	"g009226"	"hypothetical protein"
"EW021_RS02645"	"g010076"	"RNA-binding transcriptional accessory protein"
"EW021_RS02650"	"g007317"	"SprT family protein"
"EW021_RS02655"	"g008333"	"PspC domain-containing protein"
"EW021_RS02660"	"g011830"	"HPr kinase/phosphorylase"
"EW021_RS02665"	"g012634"	"prolipoprotein diacylglyceryl transferase"
"EW021_RS02670"	"g007468"	"DUF948 domain-containing protein"
"EW021_RS02675"	"g007364"	"YtxH domain-containing protein"
"EW021_RS02680"	"g008254"	"DUF3270 domain-containing protein"
"EW021_RS02685"	"g011869"	"U32 family peptidase"
"EW021_RS02690"	"g009312"	"U32 family peptidase"
"EW021_RS02695"	"g008803"	"hypothetical protein"
"EW021_RS02700"	"g000249"	"lysine--tRNA ligase"
"EW021_RS02705"	"g012003"	"HAD family hydrolase"
"EW021_RS02710"	"g006405"	"histidine phosphatase family protein"
"EW021_RS02715"	"g007081"	"aminoacyl-tRNA deacylase"
"EW021_RS02720"	"g006675"	"energy-coupled thiamine transporter ThiT"
"EW021_RS02725"	"g012275"	"glycosyl hydrolase 25 family protein"
"EW021_RS02730"	"g003071"	"membrane protein"
"EW021_RS02735"	"g003420"	"DUF4430 domain-containing protein"
"EW021_RS02740"	"g003148"	"glutathione peroxidase"
"EW021_RS02745"	"g010226"	"oligoendopeptidase F"
"EW021_RS02750"	"g011148"	"phosphoenolpyruvate carboxylase"
"EW021_RS02755"	"g011006"	"FtsW/RodA/SpoVE family cell cycle protein"
"EW021_RS02760"	"g000899"	"elongation factor Tu"
"EW021_RS02765"	"g005930"	"triose-phosphate isomerase"
"EW021_RS02770"	"g009484"	"aminoacyltransferase"
"EW021_RS02775"	"g009508"	"lipid II:glycine glycyltransferase FemX"
"EW021_RS02780"	"g012467"	"sugar-phosphatase"
"EW021_RS02785"	"g000036_3"	"hypothetical protein"
"EW021_RS02790"	"g005028"	"HD domain-containing protein"
"EW021_RS02795"	"g007594"	"DUF1934 domain-containing protein"
"EW021_RS02800"	"g011158"	"cation-translocating P-type ATPase"
"EW021_RS02805"	"g000144"	"LacI family transcriptional regulator"
"EW021_RS02810"	"g002045"	"alginate lyase family protein"
"EW021_RS02815"	"g005786"	"PTS mannose/fructose/sorbose transporter family subunit IID"
"EW021_RS02820"	"g012617"	"PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC"
"EW021_RS02825"	"g007030"	"PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB"
"EW021_RS02830"	"g004264"	"glycoside hydrolase family 88 protein"
"EW021_RS02835"	"g003285"	"PTS sugar transporter subunit IIA"
"EW021_RS02840"	"g008588"	"hypothetical protein"
"EW021_RS02845"	"g012551"	"gluconate 5-dehydrogenase"
"EW021_RS02850"	"g001283"	"RpiB/LacA/LacB family sugar-phosphate isomerase"
"EW021_RS02855"	"g001087"	"sugar kinase"
"EW021_RS02860"	"g006341"	"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase"
"EW021_RS02865"	"g006256"	"HAD family phosphatase"
"EW021_RS02870"	"g004379"	"tRNA epoxyqueuosine(34) reductase QueG"
"EW021_RS02875"	"g014531"	"None"
"EW021_RS02875"	"g014532"	"None"
"EW021_RS02880"	"g013069"	"cell division ATP-binding protein FtsE"
"EW021_RS02885"	"g011799"	"ABC transporter permease"
"EW021_RS02890"	"g013031"	"MBL fold metallo-hydrolase"
"EW021_RS02895"	"g000128"	"(S)-acetoin forming diacetyl reductase"
"EW021_RS02900"	"g000128"	"(S)-acetoin forming diacetyl reductase"
"EW021_RS02905"	"g011191"	"bifunctional DnaQ family exonuclease/ATP-dependent helicase"
"EW021_RS02910"	"g009634"	"pyridoxal phosphate-dependent aminotransferase"
"EW021_RS02915"	"g004126"	"asparagine--tRNA ligase"
"EW021_RS02920"	"g012056"	"RNase adapter RapZ"
"EW021_RS02925"	"g011617"	"YvcK family protein"
"EW021_RS02930"	"g011952"	"DNA-binding protein WhiA"
"EW021_RS02935"	"g010719"	"C69 family dipeptidase"
"EW021_RS02940"	"g010481"	"zinc ABC transporter substrate-binding protein AdcA"
"EW021_RS02945"	"g001066_1"	"GntR family transcriptional regulator"
"EW021_RS02950"	"g004265"	"SIS domain-containing protein"
"EW021_RS02955"	"g003785"	"type B 50S ribosomal protein L31"
"EW021_RS02960"	"g011776"	"bifunctional oligoribonuclease/PAP phosphatase NrnA"
"EW021_RS02965"	"g007253"	"flavodoxin"
"EW021_RS02970"	"g000803"	"chorismate mutase"
"EW021_RS02975"	"g001890"	"voltage-gated chloride channel family protein"
"EW021_RS02980"	"g001613"	"50S ribosomal protein L19"
"EW021_RS02995"	"g006688"	"HAD-IA family hydrolase"
"EW021_RS03000"	"g000241"	"DNA topoisomerase (ATP-hydrolyzing) subunit B"
"EW021_RS03005"	"g010291"	"septation ring formation regulator EzrA"
"EW021_RS03010"	"g007198"	"YueI family protein"
"EW021_RS03015"	"g001027"	"phosphopyruvate hydratase"
"EW021_RS03030"	"g002219"	"DUF1542 domain-containing protein"
"EW021_RS03040"	"g009215"	"TOMM family cytolysin streptolysin S"
"EW021_RS03045"	"g011730"	"streptolysin S biosynthesis dehydrogenase SagB"
"EW021_RS03050"	"g011264"	"streptolysin associated protein SagC"
"EW021_RS03055"	"g010865"	"YcaO-like family protein"
"EW021_RS03060"	"g006197"	"CPBP family intramembrane metalloprotease"
"EW021_RS03065"	"g006130"	"hypothetical protein"
"EW021_RS03070"	"g011891"	"ABC transporter ATP-binding protein"
"EW021_RS03075"	"g009843"	"ABC transporter permease"
"EW021_RS03080"	"g009870"	"ABC transporter permease"
"EW021_RS03090"	"g011152"	"LPXTG cell wall anchor domain-containing protein"
"EW021_RS03095"	"g006972"	"queuosine transporter QueT"
"EW021_RS03100"	"g004539"	"NAD-dependent DNA ligase LigA"
"EW021_RS03105"	"g011398"	"diacylglycerol kinase family lipid kinase"
"EW021_RS03110"	"g008945"	"F0F1 ATP synthase subunit C"
"EW021_RS03115"	"g012952"	"F0F1 ATP synthase subunit A"
"EW021_RS03120"	"g006997"	"F0F1 ATP synthase subunit B"
"EW021_RS03125"	"g002998"	"F0F1 ATP synthase subunit delta"
"EW021_RS03130"	"g002121"	"F0F1 ATP synthase subunit alpha"
"EW021_RS03135"	"g012136"	"F0F1 ATP synthase subunit gamma"
"EW021_RS03140"	"g002166"	"F0F1 ATP synthase subunit beta"
"EW021_RS03145"	"g007428"	"F0F1 ATP synthase subunit epsilon"
"EW021_RS03150"	"g008445"	"DUF1146 domain-containing protein"
"EW021_RS03155"	"g004168"	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"EW021_RS03160"	"g004004"	"DNA-directed RNA polymerase subunit beta"
"EW021_RS03165"	"g006801"	"DNA/RNA non-specific endonuclease"
"EW021_RS03170"	"g001059"	"phenylalanine--tRNA ligase subunit alpha"
"EW021_RS03175"	"g005143"	"phenylalanine--tRNA ligase subunit beta"
"EW021_RS03180"	"g007651"	"OsmC family protein"
"EW021_RS03185"	"g007595"	"YbgA family protein"
"EW021_RS03190"	"g009986"	"ABC transporter permease"
"EW021_RS03195"	"g002671"	"ABC transporter ATP-binding protein"
"EW021_RS03200"	"g002396"	"neutral zinc metallopeptidase"
"EW021_RS03205"	"g011105"	"ATP-dependent nuclease subunit B"
"EW021_RS03210"	"g011071"	"helicase-exonuclease AddAB subunit AddA"
"EW021_RS03215"	"g012455"	"transporter substrate-binding domain-containing protein"
"EW021_RS03220"	"g001781"	"30S ribosomal protein S21"
"EW021_RS03225"	"g007737"	"large conductance mechanosensitive channel protein MscL"
"EW021_RS03230"	"g010218"	"DNA primase"
"EW021_RS03235"	"g000926"	"RNA polymerase sigma factor RpoD"
"EW021_RS03240"	"g003547"	"metal-sulfur cluster assembly factor"
"EW021_RS03245"	"g012250"	"dTDP-4-dehydrorhamnose reductase"
"EW021_RS03250"	"g009759"	"DUF1972 domain-containing protein"
"EW021_RS03255"	"g011831"	"glycosyltransferase family 2 protein"
"EW021_RS03260"	"g012726"	"ABC transporter permease"
"EW021_RS03265"	"g009588"	"ABC transporter ATP-binding protein"
"EW021_RS03270"	"g011465"	"glycosyltransferase"
"EW021_RS03275"	"g010270"	"alpha-L-Rha alpha-1%2C3-L-rhamnosyltransferase"
"EW021_RS03280"	"g011204"	"sulfatase-like hydrolase/transferase"
"EW021_RS03285"	"g013046"	"glycosyltransferase family 2 protein"
"EW021_RS03290"	"g007873"	"DUF2304 domain-containing protein"
"EW021_RS03295"	"g009313"	"lipopolysaccharide biosynthesis protein"
"EW021_RS03300"	"g010566"	"DUF2142 domain-containing protein"
"EW021_RS03305"	"g000881"	"peptidase T"
"EW021_RS03310"	"g007031"	"EbsA family protein"
"EW021_RS03315"	"g008946"	"ferredoxin"
"EW021_RS03320"	"g007101"	"LysM peptidoglycan-binding domain-containing protein"
"EW021_RS03325"	"g002666"	"(d)CMP kinase"
"EW021_RS03330"	"g003014"	"translation initiation factor IF-3"
"EW021_RS03335"	"g003967"	"50S ribosomal protein L35"
"EW021_RS03340"	"g001599"	"50S ribosomal protein L20"
"EW021_RS03345"	"g010045"	"LTA synthase family protein"
"EW021_RS03350"	"g009740"	"class I SAM-dependent rRNA methyltransferase"
"EW021_RS03355"	"g006112"	"type I 3-dehydroquinate dehydratase"
"EW021_RS03360"	"g001954"	"chorismate synthase"
"EW021_RS03365"	"g007874"	"YlbF/YmcA family competence regulator"
"EW021_RS03370"	"g002193"	"glutathione-disulfide reductase"
"EW021_RS03375"	"g009364"	"bifunctional folylpolyglutamate synthase/dihydrofolate synthase"
"EW021_RS03380"	"g000704"	"membrane protein"
"EW021_RS03385"	"g009797"	"cysteine desulfurase"
"EW021_RS03390"	"g009555"	"tRNA 4-thiouridine(8) synthase ThiI"
"EW021_RS03395"	"g009298"	"CapA family protein"
"EW021_RS03400"	"g003614"	"50S ribosomal protein L21"
"EW021_RS03405"	"g007969"	"ribosomal-processing cysteine protease Prp"
"EW021_RS03410"	"g000795"	"50S ribosomal protein L27"
"EW021_RS03415"	"g000007"	"LysR family transcriptional regulator"
"EW021_RS03420"	"g007199"	"signal peptidase II"
"EW021_RS03425"	"g005527"	"RluA family pseudouridine synthase"
"EW021_RS03430"	"g003022"	"bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR"
"EW021_RS03435"	"g009400"	"uracil permease"
"EW021_RS03440"	"g005460"	"aspartate carbamoyltransferase"
"EW021_RS03445"	"g004414"	"carbamoyl-phosphate synthase small subunit"
"EW021_RS03450"	"g005070"	"carbamoyl-phosphate synthase large subunit"
"EW021_RS03455"	"g009354"	"efflux RND transporter periplasmic adaptor subunit"
"EW021_RS03460"	"g000554"	"macrolide ABC transporter ATP-binding protein/permease MacB"
"EW021_RS03465"	"g009524"	"FtsX-like permease family protein"
"EW021_RS03470"	"g010282"	"glycerophosphodiester phosphodiesterase"
"EW021_RS03475"	"g003737"	"30S ribosomal protein S16"
"EW021_RS03480"	"g008563"	"KH domain-containing protein"
"EW021_RS03485"	"g011121"	"leucine-rich repeat protein"
"EW021_RS03490"	"g007495"	"hypothetical protein"
"EW021_RS03495"	"g012137"	"cation transporter"
"EW021_RS03500"	"g006887"	"TetR/AcrR family transcriptional regulator"
"EW021_RS03505"	"g003038"	"ribosome maturation factor RimM"
"EW021_RS03510"	"g002589"	"tRNA (guanosine(37)-N1)-methyltransferase TrmD"
"EW021_RS03515"	"g011540"	"NAD(P)/FAD-dependent oxidoreductase"
"EW021_RS03520"	"g011265"	"PTS transporter subunit IIC"
"EW021_RS03525"	"g011892"	"2-dehydropantoate 2-reductase"
"EW021_RS03530"	"g012966"	"DeoR/GlpR transcriptional regulator"
"EW021_RS03535"	"g005550"	"1-phosphofructokinase"
"EW021_RS03540"	"g010155"	"PTS fructose transporter subunit IIC"
"EW021_RS03545"	"g002849_2"	"glycoside hydrolase family 73 protein"
"EW021_RS03550"	"g002849_1"	"glycoside hydrolase family 73 protein"
"EW021_RS03560"	"g000566_1"	"streptococcal pyrogenic exotoxin SpeJ"
"EW021_RS03565"	"g005244"	"hypothetical protein"
"EW021_RS03570"	"g001823_1"	"nucleoside-diphosphate kinase"
"EW021_RS03575"	"g007633"	"DUF1149 family protein"
"EW021_RS03580"	"g012276"	"DegV family protein"
"EW021_RS03585"	"g004273"	"CCA tRNA nucleotidyltransferase"
"EW021_RS03590"	"g004575"	"ABC-F family ATP-binding cassette domain-containing protein"
"EW021_RS03595"	"g003915"	"hypothetical protein"
"EW021_RS03600"	"g007454"	"peptide deformylase"
"EW021_RS03605"	"g010123"	"multifunctional 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase"
"EW021_RS03610"	"g006277"	"GTP pyrophosphokinase family protein"
"EW021_RS03615"	"g006209"	"response regulator transcription factor"
"EW021_RS03620"	"g009496"	"HAMP domain-containing histidine kinase"
"EW021_RS03625"	"g012042"	"mevalonate kinase"
"EW021_RS03630"	"g011762"	"diphosphomevalonate decarboxylase"
"EW021_RS03635"	"g011433"	"phosphomevalonate kinase"
"EW021_RS03640"	"g011554"	"type 2 isopentenyl-diphosphate Delta-isomerase"
"EW021_RS03645"	"g009337"	"hydroxymethylglutaryl-CoA reductase%2C degradative"
"EW021_RS03650"	"g009689"	"hydroxymethylglutaryl-CoA synthase"
"EW021_RS03655"	"g012324"	"thymidylate synthase"
"EW021_RS03660"	"g006985"	"dihydrofolate reductase"
"EW021_RS03665"	"g009188"	"hypothetical protein"
"EW021_RS03670"	"g001879"	"ATP-dependent protease ATP-binding subunit ClpX"
"EW021_RS03675"	"g002848"	"YihA family ribosome biogenesis GTP-binding protein"
"EW021_RS03680"	"g005962"	"hypothetical protein"
"EW021_RS03685"	"g002022"	"ATP-dependent Clp protease ATP-binding subunit"
"EW021_RS03690"	"g006131"	"ribose-5-phosphate isomerase RpiA"
"EW021_RS03695"	"g004245"	"phosphopentomutase"
"EW021_RS03700"	"g000106"	"arsenate reductase (glutaredoxin)"
"EW021_RS03705"	"g012468"	"purine-nucleoside phosphorylase"
"EW021_RS03710"	"g000550"	"purine-nucleoside phosphorylase"
"EW021_RS03715"	"g005859"	"hypothetical protein"
"EW021_RS03720"	"g000007"	"LysR family transcriptional regulator"
"EW021_RS03725"	"g006818"	"hypothetical protein"
"EW021_RS03730"	"g006095"	"orotidine-5'-phosphate decarboxylase"
"EW021_RS03735"	"g002782"	"orotate phosphoribosyltransferase"
"EW021_RS03740"	"g004837"	"amidase"
"EW021_RS03745"	"g012017"	"transporter substrate-binding domain-containing protein"
"EW021_RS03750"	"g002736"	"amino acid ABC transporter permease"
"EW021_RS03755"	"g000286"	"uracil-DNA glycosylase"
"EW021_RS03760"	"g009365"	"dihydroorotase"
"EW021_RS03765"	"g006315"	"glycerol-3-phosphate 1-O-acyltransferase PlsY"
"EW021_RS03770"	"g000241"	"DNA topoisomerase (ATP-hydrolyzing) subunit B"
"EW021_RS03775"	"g005127"	"DNA topoisomerase IV subunit A"
"EW021_RS03780"	"g011244"	"branched-chain amino acid aminotransferase"
"EW021_RS03785"	"g003881"	"DUF2969 domain-containing protein"
"EW021_RS03800"	"g000110"	"polyribonucleotide nucleotidyltransferase"
"EW021_RS03810"	"g008144"	"hypothetical protein"
"EW021_RS03815"	"g005338"	"rhodanese-related sulfurtransferase"
"EW021_RS03820"	"g003994"	"hypothetical protein"
"EW021_RS03825"	"g001526"	"glutathione S-transferase"
"EW021_RS03830"	"g011968"	"TDT family transporter"
"EW021_RS03835"	"g009171"	"DUF3042 family protein"
"EW021_RS03840"	"g005581"	"tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA"
"EW021_RS03845"	"g009469"	"GTPase HflX"
"EW021_RS03850"	"g006342"	"cystathionine beta-lyase"
"EW021_RS03855"	"g011853"	"ribonuclease Z"
"EW021_RS03860"	"g012709"	"SDR family oxidoreductase"
"EW021_RS03865"	"g010046"	"single-stranded-DNA-specific exonuclease RecJ"
"EW021_RS03870"	"g000644"	"adenine phosphoribosyltransferase"
"EW021_RS03875"	"g006132"	"DnaD domain-containing protein"
"EW021_RS03880"	"g002718"	"endonuclease III"
"EW021_RS03885"	"g006113"	"tRNA (adenine-N(1))-methyltransferase"
"EW021_RS03890"	"g012579"	"Nif3-like dinuclear metal center hexameric protein"
"EW021_RS03895"	"g000927"	"FAD-binding oxidoreductase"
"EW021_RS03900"	"g000268"	"glucose-1-phosphate thymidylyltransferase RfbA"
"EW021_RS03905"	"g006532"	"dTDP-4-dehydrorhamnose 3%2C5-epimerase"
"EW021_RS03910"	"g011329"	"dTDP-glucose 4%2C6-dehydratase"
"EW021_RS03915"	"g007102"	"8-oxo-dGTP diphosphatase"
"EW021_RS03920"	"g009675"	"AI-2E family transporter"
"EW021_RS03925"	"g009439"	"hypothetical protein"
"EW021_RS03930"	"g010376"	"PavA family fibronectin-binding protein Fbp54"
"EW021_RS03935"	"g011510"	"peptide ABC transporter substrate-binding protein"
"EW021_RS03940"	"g001836"	"hypothetical protein"
"EW021_RS03945"	"g012175"	"ABC transporter permease"
"EW021_RS03950"	"g012741"	"ABC transporter ATP-binding protein"
"EW021_RS03955"	"g010359"	"ribonuclease J"
"EW021_RS03960"	"g012595"	"esterase family protein"
"EW021_RS03965"	"g007970"	"hypothetical protein"
"EW021_RS03970"	"g001233"	"ABC transporter ATP-binding protein"
"EW021_RS03975"	"g011644"	"thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha"
"EW021_RS03980"	"g011511"	"alpha-ketoacid dehydrogenase subunit beta"
"EW021_RS03985"	"g004621_1"	"dihydrolipoamide acetyltransferase"
"EW021_RS03990"	"g001683"	"hypothetical protein"
"EW021_RS03995"	"g004621_2"	"dihydrolipoyl dehydrogenase"
"EW021_RS04000"	"g001761"	"hypothetical protein"
"EW021_RS04005"	"g014533"	"None"
"EW021_RS04010"	"g011173"	"polysaccharide lyase 8 family protein"
"EW021_RS04015"	"g011555"	"lipoate--protein ligase"
"EW021_RS04020"	"g012559"	"type 1 glutamine amidotransferase"
"EW021_RS04025"	"g002196"	"Mur ligase family protein"
"EW021_RS04030"	"g012263"	"TIGR00159 family protein"
"EW021_RS04035"	"g011696"	"YbbR-like domain-containing protein"
"EW021_RS04040"	"g004957"	"phosphoglucosamine mutase"
"EW021_RS04045"	"g002756"	"hypothetical protein"
"EW021_RS04050"	"g009835"	"oxygen-independent coproporphyrinogen III oxidase"
"EW021_RS04055"	"g012778"	"acyl-[acyl-carrier-protein] thioesterase"
"EW021_RS04060"	"g012711"	"TIGR01457 family HAD-type hydrolase"
"EW021_RS04065"	"g006357"	"TIGR01906 family membrane protein"
"EW021_RS04075"	"g005047"	"type II CRISPR RNA-guided endonuclease Cas9"
"EW021_RS04080"	"g005665"	"type II CRISPR-associated endonuclease Cas1"
"EW021_RS04085"	"g007875"	"CRISPR-associated endonuclease Cas2"
